query_key,category,scenario,endpoint,symbol_type,indicator_id,req_unique_id,attrs_json,time_range_json,template,periods,metric_name,english_name,description,aliases,is_interval_metric,period_values_json,exchange,access_guide
eps_ttm|每股收益(TTM)|EPS(TTM),security,metric_lookup,snapshot,market_code,eps_ttm,eps_ttm,{},{},stock-detail.json,snapshot,每股收益(TTM),EPS(TTM),取最近四个单季度每股收益之和，此处每股收益是复权后的每股收益,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT
balanced_net_assets|每股净资产(拆股复权)|balanced net assets,security,metric_lookup,series,market_code,balanced_net_assets,balanced_net_assets,{},"{""type"":""begin_end"",""begin_time"":1783296000000,""end_time"":0,""time_period"":""quarter_1""}",series-etf-30d.json,snapshot;quarter_1,每股净资产(拆股复权),balanced net assets,每股净资产是指公司所有者权益净额与公司股本总数的比值，也就是每一股股票对应的净资产的金额。其公式为每股净资产 = 公司所有者权益净额 ÷ 公司股本总数。每股净资产是一个重要的财务指标，可以衡量公司的净值和价值，也是评估公司投资价值的参考指标之一。但需要注意的是，每股净资产仅反映公司现有所有者权益的价值，不一定能全面反映公司未来价值的变化，因此在评估投资价值时，需要结合其他财务指标一起参考。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_BEGIN_END"
balanced_eps|每股收益(前复权)|Earnings per Share (Adjusted),security,metric_lookup,series,market_code,balanced_eps,balanced_eps,{},"{""type"":""begin_end"",""begin_time"":1783296000000,""end_time"":0,""time_period"":""quarter_1""}",series-etf-30d.json,snapshot;quarter_1,每股收益(前复权),Earnings per Share (Adjusted),"每股收益（Earnings per share，EPS）是衡量公司经营状况的重要财务指标之一，是指公司每股普通股权益所产生的净利润。每股收益是按照公司净利润和普通股股数计算得出的，通常使用的公式为：

每股收益 = 净利润 ÷ 普通股股数

其中，净利润是指企业在扣除各种费用后所获得的盈余，普通股股数是指公司所有普通股股东持有的股票数。

每股收益是一个重要经济指标，它反映了公司每一股股票的盈利能力和价值，也是投资者进行投资决策的重要考虑因素之一。通常情况下，每股收益越高，意味着每股股票所承载的价值和盈利能力越高，吸引更多的投资者。但同时也需要注意，每股收益只是衡量公司盈利水平的一个指标，不能作为单独进行投资决策的依据，投资者还需要综合考虑其他因素来进行投资分析和决策。",,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_BEGIN_END"
cash_equivalents_net_addition|现金及现金等价物净增加额|Increase in Cash and Cash Equivalents,security,metric_lookup,snapshot,market_code,cash_equivalents_net_addition,cash_equivalents_net_addition,{},{},stock-detail.json,snapshot;quarter,现金及现金等价物净增加额,Increase in Cash and Cash Equivalents,"现金及现金等价物净增加额是财务会计中的一个重要指标，通常出现在公司的现金流量表中。它反映了一个特定经营周期内，公司通过经营活动、投资活动和筹资活动等方式获得或使用现金的情况。

具体来说，现金及现金等价物净增加额代表在一段特定的时间内公司现金及现金等价物的增加量，可用来衡量一个公司在该期间内现金储备的变化。这一指标的计算通常涉及净利润、折旧和摊销、营运资本变化等因素，以揭示公司经营活动对现金流量的影响。

在投资者和分析师的眼中，现金及现金等价物净增加额是一个关键的指标，可用来评估公司的现金流状况、经营绩效和财务稳定性。一个持续增加现金及现金等价物的企业通常被视为更具稳健性，因为这意味着公司有足够的现金储备来支付债务、投资和应急情况。",,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT
per_share_dividend|每股分红|Dividend Per Share,security,metric_lookup,snapshot,market_code,per_share_dividend,per_share_dividend,{},{},stock-detail.json,snapshot;quarter,每股分红,Dividend Per Share,通常指的是公司在一定时期内，根据其利润分配给股东的红利，按照每股股票来计算的分红金额。简单来说，就是公司将一部分利润以现金或股票的形式分配给持有公司股票的股东。每股分红的金额通常由公司董事会决定，并在年度股东大会上批准。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT
per_share_dividend|每股分红|Dividend Per Share,security,metric_lookup,snapshot,market_code,per_share_dividend,per_share_dividend,{},{},stock-detail.json,snapshot;quarter,每股分红,Dividend Per Share,通常指的是公司在一定时期内，根据其利润分配给股东的红利，按照每股股票来计算的分红金额。简单来说，就是公司将一部分利润以现金或股票的形式分配给持有公司股票的股东。每股分红的金额通常由公司董事会决定，并在年度股东大会上批准。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT
total_profit_yoy_growth_ratio|利润总额同比增长率|Total Profit YoY Growth,security,metric_lookup,series,market_code,total_profit_yoy_growth_ratio,total_profit_yoy_growth_ratio,{},"{""type"":""begin_end"",""begin_time"":1783296000000,""end_time"":0,""time_period"":""quarter""}",series-etf-30d.json,snapshot;quarter,利润总额同比增长率,Total Profit YoY Growth,利润总额同比增长率是指一个公司在一定时期内（通常为一年），利润总额相对于去年同期的增长率。利润总额是指公司在一定期间内的总收入减去总成本后的剩余部分，包括营业利润、投资收益、营业外收支等。同比增长率为正，说明公司的总体盈利能力有所提高；同比增长率为负，说明公司的总体盈利能力有所下降。需要注意的是，同比增长率不能完全反映公司的盈利质量，还需要结合其他财务指标和公司内部经营情况进行分析。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_BEGIN_END"
"earnings_before_interest_depreciation_amortization|息税折旧摊销前利润|Earnings Before Interest, Taxes, Depreciation and Amortization",security,metric_lookup,series,market_code,earnings_before_interest_depreciation_amortization,earnings_before_interest_depreciation_amortization,{},"{""type"":""begin_end"",""begin_time"":1783296000000,""end_time"":0,""time_period"":""quarter_1""}",series-etf-30d.json,snapshot;quarter_1,息税折旧摊销前利润,"Earnings Before Interest, Taxes, Depreciation and Amortization",息税折旧摊销前利润（EBITDA）是指企业在计算利润时，按照一定的标准不考虑财务成本（利息）、所得税、折旧及摊销等因素对企业利润的影响，直接考虑企业经营活动本身所取得的利润。EBITDA可用来衡量企业经营活动的质量和效益，以及企业的盈利能力，是投资者和分析师评估企业价值的重要指标之一。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_BEGIN_END"
earnings_before_interest_taxes|息税前利润|Earnings Before Interest and Taxes,security,metric_lookup,series,market_code,earnings_before_interest_taxes,earnings_before_interest_taxes,{},"{""type"":""begin_end"",""begin_time"":1783296000000,""end_time"":0,""time_period"":""quarter_1""}",series-etf-30d.json,snapshot;quarter_1,息税前利润,Earnings Before Interest and Taxes,息税前利润（EBIT）是指企业在计算利润时，除去税收和利息的支出之后所剩余的利润。具体来说，EBIT等于企业的营业收入减去营业成本和折旧摊销等费用支出。EBIT是一个衡量企业经营活动盈利能力的重要指标，其反映了企业运营能力的实际水平和效益，同样也可用来比较各企业间的业绩和评估企业的盈利能力。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_BEGIN_END"
flow_capital|流通股本|Free Float Shares,security,metric_lookup,series,market_code,flow_capital,flow_capital,{},"{""type"":""begin_end"",""begin_time"":1783296000000,""end_time"":0,""time_period"":""quarter_1""}",series-etf-30d.json,snapshot;quarter_1,流通股本,Free Float Shares,"流通股本是指公司发行的股票中，处于公开流通市场上并能够被自由买卖和转让的股份。这些股份可以随时在证券交易所（如A股市场）或其他场外交易市场上自由转让，价格则由市场供求关系决定。流通股通常包括公司向公众发行的股票、股权激励计划的股票以及之前持有的非流通股份，在特定条件下转化为流通股份。与非流通股份相比，流通股份的数量更广泛，可以更准确地反映市场对公司的看法和预期。
应用场景：
A股：<a href=""https://basic.10jqka.com.cn/astockph/briefinfo/index.html?code=300033&marketid=33#/holder"" target=""_blank"">手炒->分时->简况F10->股本股东->股本结构</a>",,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_BEGIN_END"
listing_date|上市日期|Listing Date,security,metric_lookup,snapshot,market_code,listing_date,listing_date,{},{},stock-detail.json,snapshot,上市日期,Listing Date,公司交易所上市时间,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT
listing_date|上市日期|Listing Date,security,metric_lookup,snapshot,market_code,listing_date,listing_date,{},{},stock-detail.json,snapshot,上市日期,Listing Date,公司交易所上市时间,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT
listing_date|上市日期|Listing Date,security,metric_lookup,snapshot,market_code,listing_date,listing_date,{},{},stock-detail.json,snapshot,上市日期,Listing Date,公司交易所上市时间,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT
listing_date|上市日期|Listing Date,security,metric_lookup,snapshot,market_code,listing_date,listing_date,{},{},stock-detail.json,snapshot,上市日期,Listing Date,公司交易所上市时间,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT
sec_type|证券类型|Security Type,security,metric_lookup,snapshot,market_code,sec_type,sec_type,{},{},stock-detail.json,snapshot,证券类型,Security Type,证券类型是指在资本市场上可以交易的各种金融产品，包括股票、债券、基金、期货、期权、外汇等。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT
sec_type|证券类型|Security Type,security,metric_lookup,snapshot,market_code,sec_type,sec_type,{},{},stock-detail.json,snapshot,证券类型,Security Type,证券类型是指在资本市场上可以交易的各种金融产品，包括股票、债券、基金、期货、期权、外汇等。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT
sec_type|证券类型|Security Type,security,metric_lookup,snapshot,market_code,sec_type,sec_type,{},{},stock-detail.json,snapshot,证券类型,Security Type,证券类型是指在资本市场上可以交易的各种金融产品，包括股票、债券、基金、期货、期权、外汇等。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT
sec_type|证券类型|Security Type,security,metric_lookup,snapshot,market_code,sec_type,sec_type,{},{},stock-detail.json,snapshot,证券类型,Security Type,证券类型是指在资本市场上可以交易的各种金融产品，包括股票、债券、基金、期货、期权、外汇等。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT
company_introduction|公司简介|Organization Description (Chinese),security,metric_lookup,snapshot,market_code,company_introduction,company_introduction,{},{},stock-detail.json,snapshot,公司简介,Organization Description (Chinese),公司简介是企业或组织的概述信息，通常包括企业或组织的名称、注册或成立时间、联系方式、公司规模、主要业务、发展历程、市场地位、资质和荣誉等方面的介绍。在投资决策和商业合作中，了解企业的简介可以帮助投资者或商业伙伴更好地了解该企业的基本情况和发展历程，以及其在市场上的地位和竞争力。同时，企业简介也是展示企业品牌形象和标识的重要信息来源之一。在公司官网、企业文献、行业数据库和企业报告等资料中，都可以了解到企业的简介信息。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT
work_address|办公地址|Office Address (Chinese),security,metric_lookup,snapshot,market_code,work_address,work_address,{},{},stock-detail.json,snapshot,办公地址,Office Address (Chinese),公司地址是指企业或组织的营业或注册地址，是企业或组织的基本信息之一。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT
beta|贝塔值|Beta,security,metric_lookup,snapshot,market_code,beta,beta,{},{},stock-detail.json,snapshot;quarter,贝塔值,Beta,贝塔值是衡量股票或投资组合相对于整个市场的波动性的一种指标，通常用于风险分析和组合管理。贝塔值为1表示该股票或投资组合的收益波动与市场收益波动相同，而高于1的贝塔值意味着该股票或投资组合的波动性比市场高，低于1的贝塔值则表示波动性比市场低。因此，投资者可以根据贝塔值来判断股票或投资组合相对于市场的风险程度。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT
beta|贝塔值|Beta,security,metric_lookup,snapshot,market_code,beta,beta,{},{},stock-detail.json,snapshot;quarter,贝塔值,Beta,贝塔值是衡量股票或投资组合相对于整个市场的波动性的一种指标，通常用于风险分析和组合管理。贝塔值为1表示该股票或投资组合的收益波动与市场收益波动相同，而高于1的贝塔值意味着该股票或投资组合的波动性比市场高，低于1的贝塔值则表示波动性比市场低。因此，投资者可以根据贝塔值来判断股票或投资组合相对于市场的风险程度。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT
